Close,open,high,low,hand,volume,F,SKDJ(D),KDJ(D),KDJ(K),SKDJ(RSV),SKDJ(K),MA5,MA13,MA21,MA34,MA55,MA89,MA144,MA233,VOL5,VOL40,VOL89,vol5_40_bias,vol5_89_bias,price_5_bias,price_13_bias,price_34_bias,MA5_13_bias,MA34_144_bias
547.76,551.82,554.9,545.49,85291100,362896000,-0.595238095,53.52933339,6.948229155,7.538940388,60.25834953,57.50534942,547.834,548.0376923,563.05,587.9685294,627.9772727,665.8431461,679.956875,662.6366524,108579600,91412195,196767929.2,18.78021308,-44.81844657,-0.013507741,-0.050670294,-6.838551283,-0.037167573,-13.52855585
537.31,546.21,548.57,535.24,98115300,409781000,-1.907769826,54.36679062,6.702153899,6.210003388,44.17999689,50.84267315,545.772,546.5369231,560.4390476,584.9014706,624.7043636,663.1674157,679.1506944,662.6467382,97571960,90930257.5,193135748.3,7.304172101,-49.48011393,-1.550464296,-1.688252465,-8.136664546,-0.13995817,-13.8775127
517.63,533.38,533.41,517.3,126754900,559188000,-3.662690067,48.33640319,5.862780587,4.184033962,22.47970085,36.661187,540.17,543.64,556.8947619,581.2688235,620.9632727,660.4026966,678.2319444,662.5458369,99768060,91811742.5,189378930.3,8.665904037,-47.31828941,-4.172760427,-4.784416158,-10.94826025,-0.638290045,-14.29645444
523.51,515,523.59,512.83,86391200,382324000,1.135946526,39.05276276,5.306917913,4.195192566,22.64766927,29.65442814,535.45,542.5353846,553.2028571,578.0247059,617.3598182,657.7097753,677.3699306,662.2405579,97697720,91428055,186500162.9,6.857484828,-47.6152093,-2.229900084,-3.506754611,-9.431206889,-1.305976498,-14.6663175
516.46,520.95,521,514.16,68262400,309451000,-1.346679147,29.6539552,4.629851427,3.275718456,15.63807281,22.64625047,528.534,540.5384615,549.3471429,574.5405882,613.5176364,654.994382,676.4847917,661.9287124,92962980,91225707.5,181145352.8,1.904367253,-48.68044995,-2.284432033,-4.454532517,-10.10904876,-2.220833926,-15.06969627
519.6,515.48,522.41,515.48,55634000,251084000,0.60798513,23.85212629,4.112237973,3.077011064,15.86515002,19.25570025,522.902,537.5261538,545.7928571,571.0811765,609.5803636,652.3389888,675.7140972,661.7620601,87031560,90475007.5,178745922.5,-3.805965421,-51.3099047,-0.631475879,-3.334936118,-9.014686281,-2.720640427,-15.48479175
522.63,519.94,524.33,519.94,77997700,344156000,0.583140878,20.43990521,3.856259311,3.344301986,19.57982959,19.41776492,519.966,536.4692308,543.0595238,567.9694118,605.8156364,649.7011236,675.0852778,661.5962232,83008040,90025812.5,176905444.9,-7.795289268,-53.07773595,0.512341192,-2.579687702,-7.982720693,-3.076267906,-15.86701259
521.37,523.75,538.96,520.74,230732000,941892000,-0.241088342,19.45072674,3.689592226,3.356258056,19.93966521,19.67871506,520.714,535.1,540.6380952,564.7202941,602.3567273,647.281236,674.3960417,661.4765236,103803460,93963042.5,175954025.8,10.47264673,-41.00535097,0.125980865,-2.565875537,-7.676418675,-2.688469445,-16.2628101
525.57,516.44,527.07,515.37,96733000,399411000,0.805569941,20.49715643,3.765846494,3.918355031,25.11126355,22.39498931,521.126,532.5576923,538.5033333,561.4494118,598.9816364,645.0276404,673.6289583,661.3418455,105871820,94072327.5,174762628.1,12.54300049,-39.41964529,0.852768812,-1.312100531,-6.390497703,-2.146564114,-16.65301724
529.14,526.2,530.17,525.49,109830000,485379000,0.679262515,23.6526002,4.098595553,4.76409367,35.37320313,28.88409622,523.662,531.1361538,537.1852381,558.7988235,595.7158182,642.7576404,672.8745833,661.2057511,114185340,94513200,174460701.1,20.81417199,-34.54953507,1.046094618,-0.375827146,-5.307603073,-1.407201109,-16.95349514
532.57,531.3,532.65,525.6,115375600,528944000,0.648221643,31.15025732,4.659215661,5.780455876,55.45927665,42.17168643,526.256,530.1307692,536.1033333,555.9494118,592.8770909,640.5392135,671.9425694,661.0141202,126133660,96367045,174549382,30.88879087,-27.73754995,1.199796297,0.460118694,-4.205312798,-0.730908194,-17.26236184
537.35,531.46,538.11,530.12,196473200,820317000,0.897534596,43.15535666,5.46903682,7.08867914,74.64888823,58.41028733,529.2,529.38,536.0785714,553.7008824,590.1221818,638.4493258,671.0475,660.675279,149828760,100128345,175396505.6,49.63670877,-14.57711231,1.540060469,1.505534777,-2.953017211,-0.03400204,-17.48708067
536.68,536.24,537.17,532.61,96221700,446983000,-0.124685959,57.05031746,6.27016843,7.872431651,82.72766992,70.56897863,532.262,528.2753846,535.8052381,551.4047059,587.2945455,636.29,670.2661806,660.2620601,122926700,100929335,175328355.1,21.79481813,-29.88772412,0.830042348,1.590953436,-2.670399024,0.754647197,-17.73347338
536.04,535.12,536.04,528.57,99307000,487402000,-0.119251696,68.95038039,6.950277299,8.310495037,85.1747718,77.87187521,534.356,527.3738462,534.7233333,549.4091176,584.6327273,634.3526966,669.4823611,659.8982833,123441500,102159930,173513091,20.83162156,-28.85752926,0.315145708,1.643265761,-2.433362902,1.323947689,-17.9352363
522.85,537.23,537.27,522.48,122087600,680049000,-2.460637266,72.19919071,6.920957187,6.862316963,58.4415614,68.1567183,533.098,526.2615385,534.0795238,547.3711765,581.8447273,632.2365169,668.5566667,659.543176,125893020,101566567.5,172560213.5,23.95124016,-27.04400542,-1.922348236,-0.648259128,-4.479807766,1.299061596,-18.12643509
520.69,520.08,522.67,518.18,77620400,399123000,-0.413120398,66.7851084,6.484600023,5.611885693,40.49674509,54.3267317,530.722,526.4969231,533.1995238,545.2720588,579.0438182,629.9697753,667.6392361,659.2616309,118341980,100662755,171272733.7,17.56282649,-30.90436671,-1.890255162,-1.102935805,-4.508219049,0.802488436,-18.32833822
524.3,520.37,524.72,519.65,67355500,336765000,0.693310799,56.52950144,6.074583203,5.254549562,39.88337694,47.10505432,528.112,526.5576923,531.5652381,543.015,576.2416364,627.7957303,666.4506944,658.9958369,92518440,98655410,170656452.8,-6.220611723,-45.78673207,-0.721816584,-0.428764472,-3.446497795,0.295182791,-18.52135431
521.86,523.74,524.65,521.13,37869400,188937000,-0.465382415,46.52377132,5.614523636,4.694404504,29.17400157,38.13952794,525.148,526.9730769,530.3385714,540.7923529,573.6696364,625.5146067,665.1061806,658.7109442,80847980,96018380,169935433.7,-15.79947506,-52.42429537,-0.626109211,-0.970272894,-3.500854411,-0.3463321,-18.6908243
525.41,522,525.43,521.11,32965800,153374000,0.680259073,40.22569633,5.339463455,4.789343091,32.72548548,35.43250671,523.022,527.42,529.3752381,538.7679412,571.2521818,623.3286517,663.9563889,658.508412,67579740,94926432.5,167695239.3,-28.8083011,-59.70085956,0.456577352,-0.381100451,-2.479349671,-0.83387054,-18.85492026
523.85,523.57,524.06,523.57,36464200,180683000,-0.296910984,35.52735092,5.108581355,4.646817157,30.58752949,33.0100181,523.222,527.5138462,528.267619,537.1155882,568.7881818,621.278764,662.8004861,658.2679399,50455060,93353797.5,165469264,-45.95285746,-69.50789605,0.120025534,-0.69454976,-2.469782767,-0.813598768,-18.96270454
529.58,525.14,530.75,524.96,47176200,213137000,1.093824568,35.84123286,5.17498304,5.30778641,45.15232944,39.08117377,525,528.1453846,527.2457143,535.8614706,566.6890909,619.2669663,661.6617361,657.9935193,44366220,92508952.5,161510351.7,-52.04116056,-72.53041707,0.872380952,0.271632665,-1.172219115,-0.595552798,-19.01277627
529.25,530.09,534.18,528.71,49788200,227458000,-0.062313531,39.13899334,5.351620056,5.704894087,51.57040254,45.32578816,525.99,528.4284615,526.3642857,534.6511765,564.4469091,617.2260674,660.4070833,657.7523176,40852760,92156150,157418949.4,-55.67006651,-74.04838481,0.619783646,0.155468246,-1.010224368,-0.461455375,-19.0421802
536.98,529.32,538.35,528.5,83097900,394265000,1.460557393,47.75479674,5.89757628,6.989488729,72.3890684,58.85742828,529.014,529.0315385,526.3485714,534.0676471,562.5449091,615.3449438,659.2501389,657.5163948,49898460,92568845,152187258.4,-46.09583818,-67.21245884,1.505820262,1.502455139,0.545315365,-0.003315202,-18.9886182
552.94,537.13,553.83,537.13,187061000,929204000,2.972177735,58.69502475,7.248905837,9.951564951,84.94628736,71.90185782,534.52,530.5984615,528.03,533.9985294,560.9412727,613.6591011,658.2905556,657.2556223,80717500,94851170,149874224.7,-14.90089158,-46.14317428,3.446082467,4.210630087,3.547101639,0.73907837,-18.88102831
601.98,583.38,601.98,572.91,448092300,2372805000,8.86895504,70.98226228,10.96472596,18.39636621,92.47314368,82.18750075,550.146,535.57,531.7666667,535.8841176,560.3625455,612.5426966,657.6256944,657.2163519,163043120,104311310,151996662.9,56.30435472,7.267565528,9.42186256,12.39987303,12.33398792,2.721586347,-18.51229017
587.06,600.46,606.51,582.73,428967200,2200693000,-2.478487657,79.20253365,14.66240602,22.05776614,84.84898402,83.51824238,561.642,539.4453846,535.1285714,537.1970588,559.4923636,611.2467416,656.8731944,657.1103004,239401320,113261010,154694834.8,111.3713448,54.75715156,4.525658694,8.826586851,9.28205774,4.114710408,-18.21906216
559.7,582.37,583.33,558.69,251425700,1265822000,-4.660511702,79.99131624,16.73792489,20.88896264,65.01816882,74.2682056,567.732,541.2653846,537.0380952,537.2247059,558.0829091,609.481236,655.9297917,656.8113305,279728820,118174272.5,152718658.4,136.7087303,83.16610615,-1.414752031,3.40583675,4.1835928,4.889766857,-18.09722432
569.33,558.12,569.33,558.04,114842000,586833000,1.720564588,74.98939881,18.28538082,21.38029266,60.09529131,67.18174846,574.202,544.8407692,539.2619048,538.1941176,557.0083636,607.9816854,654.9154167,656.5657511,286077640,119022515,148922279.8,140.3559024,92.0986171,-0.848481893,4.494750054,5.785251331,5.388956265,-17.82234714
573.13,566.89,574.78,559.18,133441200,765905000,0.667451215,68.27722174,19.59331999,22.20919834,59.58167386,63.38171116,578.24,548.8746154,541.7266667,539.1929412,555.9409091,606.2607865,654.0344444,656.2909871,275353680,120335115,146802279.8,128.8223849,87.56771381,-0.883716104,4.419112113,6.294047313,5.350107983,-17.5589381
568.12,574.19,575.47,565.53,115724600,633143000,-0.874147227,63.28227459,20.42914954,22.10080866,55.18501716,59.28336416,571.468,552.2453846,543.7528571,539.4723529,554.6925455,604.5195506,653.0947222,656.0214163,208880140,121172387.5,143745259.6,72.38262306,45.31271546,-0.585859576,2.874558272,5.310308657,3.480810509,-17.39753292
563.88,566.3,566.3,556.41,116622500,631256000,-0.7463212,59.14710055,20.77581477,21.46914521,50.26908851,54.77622633,566.832,555.4776923,545.4071429,539.9505882,553.6856364,602.7252809,652.0808333,655.6650215,146411200,122881755,141554392.1,19.14803788,3.431054164,-0.520789229,1.512627385,4.431778071,2.044061868,-17.19575847
563.2,562.77,566.13,561.03,66170200,340816000,-0.120593034,54.46963111,20.88823901,21.11308749,43.92237936,49.34930285,567.532,558.3846154,546.8657143,540.4670588,552.4810909,600.5094382,651.0052778,655.2629614,109360100,123145530,133256932.6,-11.19442175,-17.93290009,-0.763304977,0.862377738,4.206165909,1.638187078,-16.97961948
562.3,562.98,564.73,561.5,59266700,316831000,-0.159801136,47.57329907,21.07028287,21.4343706,27.8394332,38.59436802,566.126,561.3423077,548.0538095,540.9138235,551.5447273,598.6086517,649.9620139,654.8429614,98245040,121862415,126756987.6,-19.38036022,-22.4933932,-0.675821284,0.170607541,3.953712318,0.852188093,-16.77762516
562.39,561.44,563.5,557.54,59779500,308015000,0.016005691,39.06158171,21.26750438,21.66194741,19.88778047,29.24107425,563.978,563.8661538,549.2780952,541.2476471,550.5927273,596.8111236,648.8851389,654.4682403,83512700,119890975,123406960.7,-30.34279686,-32.32739908,-0.281571267,-0.261791533,3.906225377,0.019835586,-16.5880655
567.87,561.81,568.02,561.09,98070400,529026000,0.974412774,32.69018979,21.72128637,22.62885034,31.22917998,30.23512711,563.928,566.8369231,550.7938095,541.8391176,549.9378182,595.0705618,647.7234722,654.076867,79981860,120602217.5,121684994.4,-33.68126917,-34.27138621,0.699025407,0.182252934,4.804171848,-0.513185179,-16.34715417
566.55,568.14,571.13,565.34,76332200,412311000,-0.232447567,31.90038828,22.1732222,23.07709385,42.21479985,36.22496348,564.462,569.1115385,552.8747619,542.6991176,549.4725455,593.3765169,646.4843056,653.6169099,71923800,117773667.5,119471236,-38.9304914,-39.7982289,0.369909755,-0.450094277,4.394862932,-0.816981935,-16.05378306
569.67,566.28,570.48,566.24,80307100,446454000,0.550701615,37.50623907,22.72882907,23.84004281,55.89228975,46.05862662,565.756,570.3984615,555.2071429,544.2297059,549.0654545,591.6493258,645.0505556,653.1975107,74751180,115952507.5,116962678.7,-35.5329336,-36.08971609,0.691817674,-0.127710993,4.674550809,-0.813897977,-15.6299144
569.76,570.22,574.01,569.31,111847900,594341000,0.01579862,45.59882301,23.27324055,24.36206353,62.96713123,54.51287893,567.248,567.92,557.3719048,545.59,548.4967273,589.9421348,643.7886111,652.8914163,85267420,115854345,115915615.7,-26.40118936,-26.44009225,0.442839816,0.323989294,4.430066533,-0.118326525,-15.25323832
570.18,569.51,571.33,566.52,88493500,464683000,0.073715249,54.3764623,23.77301204,24.77255503,70.6028838,62.55788136,568.806,566.6215385,559.6728571,547.17,548.0012727,588.1713483,642.4172222,652.5714163,91010220,115648110,113364634.8,-21.30418733,-19.71903748,0.241558633,0.628013815,4.205274412,0.385523915,-14.82638057
570.24,570.77,572.75,569.37,96236100,552893000,0.010522993,61.7592987,24.2003885,25.05514141,73.85639029,68.20713583,569.28,567.4323077,561.807619,548.6594118,547.5649091,586.307191,641.0338194,652.3030901,90643360,115755610,111662282,-21.69419694,-18.82365436,0.168634064,0.494806565,3.933330546,0.325623388,-14.41022375
563.52,570.25,570.74,562.97,89045500,467403000,-1.178451178,64.13659752,24.35185905,24.65480015,55.08241494,61.64477538,568.674,566.9853846,563.6966667,549.8620588,547.2647273,584.4401124,639.6872222,651.9746781,93186020,115849470,110376840.4,-19.56284306,-15.57466256,-0.90631891,-0.611194699,2.483884996,0.297823441,-14.04204434
562.35,562.73,562.98,557.32,68452200,369351000,-0.207623509,60.6597848,24.44134094,24.62030471,42.610111,52.12744319,567.21,566.1561538,565.2571429,551.0673529,547.0852727,582.7630337,638.4600694,651.678927,90815040,115107892.5,108277005.6,-21.10441949,-16.12712276,-0.856825514,-0.672279868,2.047417071,0.186140546,-13.68804733
554.04,562.31,562.44,553.89,106069700,578857000,-1.477727394,50.22494988,24.0622003,23.30391903,21.67781892,36.90263106,564.066,565.0730769,566.437619,551.9047059,546.7878182,580.997191,637.1696528,651.3721459,89659400,114590762.5,107164155.1,-21.75686936,-16.3345244,-1.777451575,-1.952504441,0.386895436,-0.178220652,-13.38182798
556.39,553.79,557.33,549.72,108585600,515227000,0.424157101,39.92193651,23.72671868,23.05575544,24.56883947,30.73573527,561.308,564.4969231,567.3619048,552.7061765,546.78,579.2851685,635.9647917,651.0497425,93677820,115145622.5,106891368.5,-18.64404572,-12.36166093,-0.876167808,-1.436132377,0.66650667,-0.564914165,-13.09170198
566.19,566.21,573.95,561.95,137165400,820545000,1.761354446,35.36662139,24.24670971,25.28669177,46.18726041,38.46149784,560.498,564.7269231,567.9928571,553.695,546.9781818,577.9086517,634.8004861,650.7106438,101863680,116868197.5,106543023.6,-12.8388371,-4.391975596,1.015525479,0.259076885,2.256657546,-0.748843893,-12.77653182
557.21,564.94,564.99,556.91,67606800,358806000,-1.586040022,35.89457695,24.5328661,25.10517887,38.51149764,38.48649774,559.236,564.3353846,565.8609524,554.2791176,547.3298182,576.4293258,633.6173611,650.3725322,97575940,117167517.5,105852896.6,-16.72099735,-7.819301023,-0.362279968,-1.262615248,0.528773728,-0.903608874,-12.52147563
560.98,557.56,562.28,556.23,48423900,258397000,0.676585129,39.14564933,24.93540686,25.74048837,42.4914071,40.48895242,558.962,564.2269231,564.6190476,554.9938235,547.6672727,574.9549438,632.4740278,650.1203863,93570280,116428172.5,104480722.5,-19.63261297,-10.44254118,0.361026331,-0.575464045,1.078602359,-0.933121562,-12.2503377
563.19,561.19,564.47,559.82,53691000,305107000,0.393953439,41.24694613,25.64687458,27.06981004,49.04182406,44.76538824,560.792,563.8669231,564.7852381,555.7923529,547.7478182,573.6150562,631.370625,649.8772532,83094540,112002147.5,102097131.5,-25.80986896,-18.61226774,0.427609524,-0.120050148,1.331009148,-0.545327798,-11.97050814
582.53,563.67,584.18,563.67,115715900,709539000,3.434009837,47.90015025,27.76446837,31.99965595,72.12683194,58.44611009,566.02,565.0961538,565.4138095,557.5476471,548.5870909,572.5626966,630.445625,649.7944206,84520600,112476720,102011555.1,-24.85502778,-17.14605276,2.916858062,3.085111451,4.480756591,0.163484771,-11.56292867
581.38,583.63,587.6,578.32,189963000,1215845000,-0.197414725,57.12039757,30.19498008,35.05600349,77.85327869,68.14969439,569.058,565.9969231,565.8066667,559.3326471,549.3545455,571.5137079,629.4561111,649.8290558,95080120,114480045,103215057.3,-16.9461193,-7.881541236,2.165332883,2.717872889,3.941724671,0.540829252,-11.1403262
578.07,580.63,580.94,576.61,85930500,502419000,-0.56933503,66.28145754,32.27363527,36.43094566,76.34744188,72.24856814,573.23,566.6361538,566.2804762,560.9141176,549.7081818,570.3861798,628.4090972,649.821073,98744860,113743917.5,102861548.3,-13.18668974,-4.002164445,0.844338224,2.01784621,3.058557774,1.163682569,-10.74061147
579.82,578.37,582.3,577.73,100459600,608286000,0.302731503,71.82492379,34.50748607,38.97518765,77.90444956,75.07650885,576.998,567.3776923,567.0395238,562.6188235,550.2936364,569.4479775,627.3113889,649.8244206,109152000,111343577.5,102962268.5,-1.968301674,6.011650237,0.489083151,2.192949751,3.05734109,1.695573834,-10.31267191
583.38,579.51,583.38,576.99,99855400,611695000,0.61398365,75.32545268,36.91938631,41.7431868,82.22605328,78.65128106,581.036,568.3884615,568.0004762,564.3238235,550.9798182,568.6053933,626.2270139,649.8372961,118384880,111434420,102941107.9,6.237264931,15.0025315,0.403417344,2.637551512,3.376815877,2.225157497,-9.885103802
586.96,584.39,593.73,584.39,154845800,963650000,0.613665192,78.03220347,39.55051632,44.81277635,82.08635997,80.36882052,581.922,570.1915385,569.1747619,566.18,551.7043636,567.7917978,625.06875,649.9049356,126210860,112822890,103823012.4,11.86635974,21.56347339,0.865751767,2.940847138,3.670210887,2.057284394,-9.421163672
584.67,585.95,587.92,583.32,82784900,485132000,-0.390145836,79.56203394,42.03555816,47.00564183,78.96317999,79.66600025,582.58,571.9084615,570.2357143,567.8002941,552.3158182,567.1135955,623.8939583,649.95,104775240,111840322.5,103790685.4,-6.317115636,0.948596305,0.358749013,2.231395288,2.971063252,1.86595219,-8.990897166
590.85,584.27,591.42,584.22,135067200,723480000,1.057006516,80.82844947,44.67076916,49.94119117,85.23505505,82.45052765,585.136,574.74,571.33,569.6120588,553.0992727,566.4201124,622.78125,650.0330043,114602580,113276492.5,104230030.3,1.170664337,9.951594209,0.976525116,2.803006577,3.728492199,1.8088179,-8.537378281
593.38,594.15,597.77,591.89,174049200,981171000,0.428196666,82.1440268,47.28101609,52.50150995,86.18057738,84.31555251,587.848,577.5853846,572.607619,571.2708824,554.1187273,565.878427,621.516875,650.096867,129320500,115943835,105362686.5,11.53719385,22.73842313,0.941059594,2.734594019,3.870163583,1.776813551,-8.084413259
600.28,592.81,600.28,589.8,165678900,948629000,1.16282989,85.15633359,50.63168992,57.33303758,93.09028869,88.7029206,591.228,580.2076923,574.0652381,572.6632353,555.6214545,565.4193258,620.3820833,650.2476824,142485200,119139072.5,106186476.4,19.59569351,34.18394208,1.531050627,3.459503891,4.822514002,1.899372904,-7.691848189
618.12,602.15,618.27,602.15,412333900,2443463000,2.971946425,88.51749706,55.45774041,65.10984139,96.36511554,92.53401807,597.46,584.8930769,576.3680952,573.1379412,557.3416364,565.2430337,619.3747222,650.4625322,193982820,128623275,109783541.6,50.81471063,76.69572071,3.457972082,5.680854226,7.848382665,2.148584685,-7.465073951
613.97,624.93,627.65,613.94,531217400,3500455000,-0.671390668,89.94811277,60.05002539,69.23459535,84.68078122,88.60739965,603.32,588.9692308,578.4533333,573.9294118,559.1145455,565.0076404,618.3736111,650.5875536,283669320,140992105,115289110.1,101.1951804,146.050403,1.765232381,4.244834522,6.976570187,2.436590654,-7.187272961
623.77,611.37,623.77,609.89,288155500,1789477000,1.596169194,89.90019574,64.86236655,74.48704886,88.51093937,88.55916951,609.904,593.6292308,581.002381,575.8138235,561.0085455,564.8565169,617.4558333,650.7666524,314286980,147016587.5,118009720.2,113.7765441,166.32296,2.273472546,5.077372823,8.328417018,2.741571403,-6.744127686
664.65,633.8,664.65,633.8,718455300,4445490000,6.553697677,89.52462958,70.90536633,82.99136591,94.25546968,91.40731959,624.158,599.9461538,585.8180952,578.6173529,563.5907273,565.2634831,616.8117361,651.1348927,423168200,163733265,125361104.5,158.4497414,237.5594063,6.487459906,10.78494224,14.86866003,4.035669868,-6.19222705
652.67,674.47,686.38,650.82,668921300,4503472000,-1.802452419,88.68558032,74.66568141,82.18631155,80.77318409,86.09025184,634.636,605.43,590.1190476,580.9567647,565.978,565.4975281,616.2279167,651.4343777,523816680,178378850,132314341.6,193.6540291,295.88806,2.841628902,7.802718729,12.34398834,4.824009382,-5.723718612
707.61,660.14,714.56,660.14,1007137600,6973551000,8.417730247,88.13431379,78.76905694,86.97580802,87.72048801,86.90536993,652.534,615.3946154,597.4319048,585.0594118,569.2878182,566.2933708,616.0992361,651.1944635,642777420,198880765,141992043.8,223.1973791,352.6855186,8.440326481,14.9847565,20.94669119,6.03505193,-5.038120895
738.62,722.57,739.29,710,878022200,6362674000,4.382357513,87.75546037,82.91889997,91.21858602,93.63614875,90.27075934,677.464,627.61,606.1095238,590.1988235,573.0965455,567.6344944,616.1509722,650.6915021,712138380,209629012.5,150579114.6,239.7136549,372.9330371,9.027195541,17.68773601,25.14765712,7.943468077,-4.21197886
681.16,728.39,738.5,679.45,723560400,5051593000,-7.779372343,86.99972003,83.80906439,85.58939324,77.37530228,83.82303081,688.942,635.1315385,611.5842857,593.6682353,575.7981818,568.2155056,615.8117361,649.7633476,799219360,216993842.5,157050025.8,268.3143037,408.894765,-1.129558076,7.247075409,14.73748459,8.472333411,-3.595823126
654.43,715.97,721.66,652.76,517900100,3547684000,-3.92418815,81.62651267,81.84008573,77.90212839,57.74846491,70.78574786,686.898,640.3215385,616.2138095,596.3779412,577.9269091,568.6720225,615.333125,649.3518884,759108320,223655702.5,161258447.2,239.4093294,370.7401896,-4.726757102,2.203340149,9.734105643,7.273917671,-3.08047512
650.04,654.43,660.27,645.01,296082700,2002063000,-0.670812768,70.731908,78.60375974,72.13110776,44.38814281,57.58694533,686.372,645.35,620.4547619,598.9558824,579.988,569.0685393,614.7857639,648.9575107,684540600,228186720,163724053.9,199.9914281,318.1063097,-5.293339472,0.726737429,8.528861499,6.356550709,-2.574861434
671.28,648.23,672.85,648.23,576648800,2988111000,3.267491231,60.0412372,76.20588669,71.41014061,45.9150915,51.75101842,679.106,651.5369231,625.6019048,601.9973529,582.4469091,569.8257303,614.5275694,648.8477682,598442840,239266910,169086741.6,150.1151705,253.9265317,-1.152397417,3.030231476,11.50879596,4.231391337,-2.038999896
661.16,677.44,682.62,660.02,493371500,2700473000,-1.507567632,51.05875758,73.95055859,69.43990239,35.92559959,43.838309,663.614,656.7507692,629.3461905,604.78,584.9616364,570.601236,614.1801389,648.5625322,521512700,248708082.5,173720466.3,109.6886819,200.2022221,-0.369793283,0.671370477,9.322398227,1.045028204,-1.530518213
661.27,659.7,666.86,653.12,311917000,1796040000,0.016637425,43.60050226,72.01457289,68.14260147,26.58604969,35.21217935,659.636,661.4423077,633.1504762,607.4741176,587.5176364,571.3788764,613.7554167,648.3508584,439184020,253590445,176507170.8,73.18634383,148.8193641,0.247712375,-0.026050298,8.855666569,-0.273086204,-1.023420543
656.9,659.4,669.8,654.82,267248100,1703691000,-0.660849577,35.48531101,70.22121548,66.63450066,19.59871004,27.40544469,660.13,664.4253846,636.9042857,610.0370588,589.9285455,572.0065169,613.3325694,648.1186695,389053620,258617392.5,178761755.1,50.43598431,117.6380624,-0.489297563,-1.132615458,7.681982676,-0.646481112,-0.537312183
